global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
709,give_away,9,10,EBV,. The economics of all such awards are sound : give away a substantial sum of prize money ( preferably the biggest that,._PUN The_AT0 economics_NN1 of_PRF all_DT0 such_DT0 awards_NN2 are_VBB sound_NN1-AJ0 :_PUN give_VVB away_AV0 a_AT0 substantial_AJ0 sum_NN1 of_PRF prize_NN1-AJ0 money_NN1 (_PUL preferably_AV0 the_AT0 biggest_AJS that_CJT,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=9,44555614,44555616,give_away_AT0,4
764,give_away,64,1,CBC,Major . Graham Taylor is hoping that Santa wo n't give away any goals to England 's World Cup opponents &mdash; or he,Major_NP0 ._PUN Graham_NP0 Taylor_NP0 is_VBZ hoping_VVG that_CJT Santa_NP0 wo_VM0 n't_XX0 give_VVI away_AV0 any_DT0 goals_NN2 to_PRP England_NP0 's_POS World_NN1 Cup_NN1 opponents_NN2 &mdash;_PUN or_CJC he_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=0,27262624,27262626,give_away_DT0,4
765,give_away,65,2,CDH,gift box we have over 500 fabulous free gifts to give away this month ! 100 free If you 're having problems with,gift_NN1 box_NN1 we_PNP have_VHB over_AV0 500_CRD fabulous_AJ0 free_AJ0 gifts_NN2 to_TO0 give_VVI away_AV0 this_DT0 month_NN1 !_PUN 100_CRD free_AJ0 If_CJS you_PNP 're_VBB having_VHG problems_NN2 with_PRP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=1,30180794,30180796,give_away_DT0,4
767,give_away,67,4,CGM,gift box we have over 500 fabulous free gifts to give away this month ! 5 free Spring is in the air and,gift_NN1 box_NN1 we_PNP have_VHB over_AV0 500_CRD fabulous_AJ0 free_AJ0 gifts_NN2 to_TO0 give_VVI away_AV0 this_DT0 month_NN1 !_PUN 5_CRD free_AJ0 Spring_NN1-VVB is_VBZ in_PRP the_AT0 air_NN1 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=3,33547014,33547016,give_away_DT0,4
771,give_away,71,8,CDJ,gift box we have over 700 fabulous free gifts to give away this month ! 10 free Whether you 're planning to spend,gift_NN1 box_NN1 we_PNP have_VHB over_AV0 700_CRD fabulous_AJ0 free_AJ0 gifts_NN2 to_TO0 give_VVI away_AV0 this_DT0 month_NN1 !_PUN 10_CRD free_AJ0 Whether_CJS you_PNP 're_VBB planning_VVG to_TO0 spend_VVI,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=7,30193879,30193881,give_away_DT0,4
875,give_in,75,1,CLS,usual fashion shows which many of the de luxe houses give in conjunction with the department stores in their cities &rsquo; ; in,usual_AJ0 fashion_NN1 shows_NN2 which_DTQ many_DT0 of_PRF the_AT0 de_UNC luxe_UNC houses_NN2 give_VVB in_PRP conjunction_NN1 with_PRP the_AT0 department_NN1 stores_NN2-VVZ in_PRP their_DPS cities_NN2 &rsquo;_PUQ ;_PUN in_PRP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=0,38130372,38130374,give_in_NN1,4
876,give_in,76,2,EWW,", are all that are required . Example 1 We give in Table 1 a scheme for pivotal condensation of the matrix just",",_PUN are_VBB all_DT0 that_CJT are_VBB required_VVN ._PUN Example_NN1 1_CRD We_PNP give_VVB in_AVP Table_NN1 1_CRD a_AT0 scheme_NN1 for_PRP pivotal_AJ0 condensation_NN1 of_PRF the_AT0 matrix_NN1 just_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=1,50203581,50203583,give_in_NN1,4
880,give_in,80,6,G1C,"trusts or investments . How much does the ordinary household give in cash to charity ? The Charity Household Survey , the Family","trusts_NN2 or_CJC investments_NN2 ._PUN How_AVQ much_DT0 does_VDZ the_AT0 ordinary_AJ0 household_NN1 give_VVB in_AVP cash_NN1 to_PRP charity_NN1 ?_PUN The_AT0 Charity_NN1 Household_NN1 Survey_NN1 ,_PUN the_AT0 Family_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=5,62499640,62499642,give_in_NN1,4
884,give_in,84,10,HHX,give more money to the Common Market budget than we give in aid to the third world . What sense is there in,give_VVB more_DT0 money_NN1 to_PRP the_AT0 Common_AJ0 Market_NN1 budget_NN1 than_CJS we_PNP give_VVB in_AVP aid_NN1 to_PRP the_AT0 third_ORD world_NN1 ._PUN What_DTQ sense_NN1 is_VBZ there_AV0 in_PRP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=9,79209562,79209564,give_in_NN1,4
889,give_in,89,1,J2C,archaeology and art of Rome and its empire ; to give in each academic year at least 36 lectures and classes ; to,archaeology_NN1 and_CJC art_NN1 of_PRF Rome_NP0 and_CJC its_DPS empire_NN1 ;_PUN to_TO0 give_VVI in_AVP each_DT0 academic_AJ0 year_NN1 at_PRP least_AV0 36_CRD lectures_NN2 and_CJC classes_NN2 ;_PUN to_TO0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha94&batch=0,93076766,93076768,give_in_DT0,4
944,give_out,45,2,CH1,says I 'm inclined to be intimidating and also I give out powerful signals that I 'm desperate to get another husband .,says_VVZ I_PNP 'm_VBB inclined_AJ0 to_TO0 be_VBI intimidating_AJ0 and_CJC also_AV0 I_PNP give_VVB out_AVP powerful_AJ0 signals_NN2 that_CJT I_PNP 'm_VBB desperate_AJ0 to_TO0 get_VVI another_DT0 husband_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vd&batch=1,33963947,33963949,give_out_AJ0,4
956,give_out,57,8,J8G,"perhaps which er would n't give up , would n't give out enough light Mm erm otherwise you 'll Do you take sugar","perhaps_AV0 which_DTQ er_UNC would_VM0 n't_XX0 give_VVI up_AVP ,_PUN would_VM0 n't_XX0 give_VVI out_AVP enough_DT0 light_NN1-AJ0 Mm_ITJ erm_UNC otherwise_AV0 you_PNP 'll_VM0 Do_VDB you_PNP take_VVI sugar_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vg&batch=7,95148229,95148231,give_out_DT0,4
973,give_out,74,14,A6N,"grow magical , the green shade of the beeches would give out a delicious coolness as they tasted again the sardines between slices","grow_VVI magical_AJ0 ,_PUN the_AT0 green_AJ0 shade_NN1 of_PRF the_AT0 beeches_NN2 would_VM0 give_VVI out_AVP a_AT0 delicious_AJ0 coolness_NN1 as_CJS they_PNP tasted_VVD again_AV0 the_AT0 sardines_NN2 between_PRP slices_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=13,3451767,3451769,give_out_AT0,4
974,give_out,75,15,KR2,Say something say something . Yeah just say something . Give out a shout to someone . Go on . Why are you,Say_VVB something_PNI say_VVB something_PNI ._PUN Yeah_ITJ just_AV0 say_VVB something_PNI ._PUN Give_VVB out_AVP a_AT0 shout_NN1 to_PRP someone_PNI ._PUN Go_VVB on_AVP ._PUN Why_AVQ are_VBB you_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=14,111008386,111008388,Give_out_AT0,4
988,give_out,89,29,CBL,grow prostrate on marshy terrain . The leaves when crushed give out a pungent or acid smell . Cultivation : Best results are,grow_VVB prostrate_AJ0 on_PRP marshy_AJ0 terrain_NN1 ._PUN The_AT0 leaves_NN2 when_CJS crushed_VVN give_VVB out_AVP a_AT0 pungent_AJ0 or_CJC acid_NN1 smell_NN1-VVB ._PUN Cultivation_NN1 :_PUN Best_AJS results_NN2 are_VBB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=28,27996782,27996784,give_out_AT0,4
1015,give_up,23,24,A0G,a chance of seeing the sunshine . The interlopers soon give up the unequal contest . In the front of the borders where,a_AT0 chance_NN1 of_PRF seeing_VVG the_AT0 sunshine_NN1 ._PUN The_AT0 interlopers_NN2 soon_AV0 give_VVB up_AVP the_AT0 unequal_AJ0 contest_NN1 ._PUN In_PRP the_AT0 front_NN1 of_PRF the_AT0 borders_NN2 where_AVQ-CJS,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=23,452722,452724,give_up_AT0,4
1028,give_up,36,3,BNT,"can have over 325 votes , but coalition members can give up votes to stay within the limit . THE SPEAKER &mdash; Ideal","can_VM0 have_VHI over_AV0 325_CRD votes_NN2 ,_PUN but_CJC coalition_NN1 members_NN2 can_VM0 give_VVI up_AVP votes_NN2 to_TO0 stay_VVI within_PRP the_AT0 limit_NN1 ._PUN THE_AT0 SPEAKER_NN1 &mdash;_PUN Ideal_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=2,22462076,22462078,give_up_NN2,4
1031,give_up,39,6,B38,in the oven Everything is apple pie Men on buses give up seats for you And do n't give you the eye .,in_PRP the_AT0 oven_NN1 Everything_PNI is_VBZ apple_NN1 pie_NN1 Men_NN2 on_PRP buses_NN2 give_VVB up_AVP seats_NN2 for_PRP you_PNP And_CJC do_VDB n't_XX0 give_VVI you_PNP the_AT0 eye_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=5,19009932,19009934,give_up_NN2,4
1053,give_up,61,42,HAE,based on hope . To give up hope is to give up life before it is taken away . Claire lives from day,based_VVN on_PRP hope_NN1 ._PUN To_TO0 give_VVI up_AVP hope_NN1 is_VBZ to_TO0 give_VVI up_AVP life_NN1 before_CJS it_PNP is_VBZ taken_VVN away_AV0 ._PUN Claire_NP0 lives_VVZ from_PRP day_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=41,74633073,74633075,give_up_NN1,4
1055,give_up,63,44,ABJ,"table , coalition government or free election , once Communists give up part of their power they quickly end up losing it all","table_NN1 ,_PUN coalition_NN1 government_NN1 or_CJC free_AJ0 election_NN1 ,_PUN once_CJS Communists_NN2 give_VVB up_AVP part_NN1 of_PRF their_DPS power_NN1 they_PNP quickly_AV0 end_VVB up_AVP losing_VVG it_PNP all_DT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=43,6094345,6094347,give_up_NN1,4
20,agree_on,20,21,K93,"in question , or because not all speakers of RP agree on the placement of stress in some words . The former case is","in_PRP question_NN1 ,_PUN or_CJC because_CJS not_XX0 all_DT0 speakers_NN2 of_PRF RP_NP0 agree_VVB on_PRP-AVP the_AT0 placement_NN1 of_PRF stress_NN1 in_PRP some_DT0 words_NN2 ._PUN The_AT0 former_DT0 case_NN1 is_VBZ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=20,104478701,104478704,agree_on_AT0,5
21,agree_on,21,22,J1A,Vol des Zephirs &rsquo; ( Act 5 scene 7 ) agree on a scoring of unison flutes and violins plus continuo ; the piece,Vol_UNC des_UNC Zephirs_UNC &rsquo;_PUQ (_PUL Act_NN1-VVB 5_CRD scene_NN1 7_CRD )_PUR agree_VVB on_PRP-AVP a_AT0 scoring_NN1 of_PRF unison_NN1 flutes_NN2 and_CJC violins_NN2 plus_PRP continuo_NN1 ;_PUN the_AT0 piece_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=21,92543607,92543610,agree_on_AT0,5
46,agree_on,46,47,HYA,down so that the legs all face out . They agree on a system of foraging and divide themselves into the groups they think,down_AVP so_AV0 that_CJT the_AT0 legs_NN2 all_DT0 face_VVB out_AVP ._PUN They_PNP agree_VVB on_PRP-AVP a_AT0 system_NN1 of_PRF foraging_VVG and_CJC divide_VVB themselves_PNX into_PRP the_AT0 groups_NN2 they_PNP think_VVB,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=46,91484112,91484115,agree_on_AT0,5
52,agree_on,52,53,ECV,"are the point of departure . But the contributors all agree on the importance of that experience . In these papers , all kinds","are_VBB the_AT0 point_NN1 of_PRF departure_NN1 ._PUN But_CJC the_AT0 contributors_NN2 all_DT0 agree_VVB on_PRP-AVP the_AT0 importance_NN1 of_PRF that_DT0 experience_NN1 ._PUN In_PRP these_DT0 papers_NN2 ,_PUN all_DT0 kinds_NN2",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=52,45532685,45532688,agree_on_AT0,5
92,agree_on,92,93,HTV,"Moran ( 1985 ) and Dunning ( 1981 ) , agree on the centrality of the TNC in the analysis of the global system","Moran_NP0 (_PUL 1985_CRD )_PUR and_CJC Dunning_NP0 (_PUL 1981_CRD )_PUR ,_PUN agree_VVB on_PRP-AVP the_AT0 centrality_NN1 of_PRF the_AT0 TNC_NP0 in_PRP the_AT0 analysis_NN1 of_PRF the_AT0 global_AJ0 system_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=92,87398183,87398186,agree_on_AT0,5
105,agree_that,5,6,HHV,"serious proposals on autonomy , does my right hon. Friend agree that no progress can be made unless Israel responds by agreeing to","serious_AJ0 proposals_NN2 on_PRP autonomy_NN1 ,_PUN does_VDZ my_DPS right_AJ0-NN1 hon._AJ0 Friend_NN1-NP0 agree_VVB that_CJT no_AT0 progress_NN1 can_VM0 be_VBI made_VVN unless_CJS Israel_NP0 responds_VVZ by_PRP agreeing_VVG to_TO0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=5,78566208,78566210,agree_that_AT0,5
132,agree_that,32,33,CAN,"Gallie , and Nichols and Beynon ( 1977 ) , agree that the description of work in a continuous -process plant given by","Gallie_NP0 ,_PUN and_CJC Nichols_NP0 and_CJC Beynon_NP0-NN1 (_PUL 1977_CRD )_PUR ,_PUN agree_VVB that_CJT the_AT0 description_NN1 of_PRF work_NN1 in_PRP a_AT0 continuous_AJ0 -process_AJ0-NN1 plant_NN1 given_VVN by_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=32,26338158,26338160,agree_that_AT0,5
167,agree_that,67,68,J77,", among others . Unless the landlord is prepared to agree that the insurance should be in the joint names of the landlord",",_PUN among_PRP others_NN2 ._PUN Unless_CJS the_AT0 landlord_NN1 is_VBZ prepared_AJ0 to_TO0 agree_VVI that_CJT the_AT0 insurance_NN1 should_VM0 be_VBI in_PRP the_AT0 joint_AJ0 names_NN2 of_PRF the_AT0 landlord_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=67,94625173,94625175,agree_that_AT0,5
169,agree_that,69,70,ABC,"of a pipless , unripe melon . Many bio-acoustic experts agree that the echolocation clicks are created by implosive movements of air in","of_PRF a_AT0 pipless_AJ0 ,_PUN unripe_AJ0 melon_NN1 ._PUN Many_DT0 bio-acoustic_AJ0 experts_NN2 agree_VVB that_CJT the_AT0 echolocation_NN1 clicks_NN2 are_VBB created_VVN by_PRP implosive_AJ0 movements_NN2 of_PRF air_NN1 in_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=69,5716016,5716018,agree_that_AT0,5
191,agree_that,91,92,HWD,a yardland or less fare in these circumstances ? Historians agree that the size of this group was certainly much reduced in number,a_AT0 yardland_NN1 or_CJC less_DT0 fare_NN1-VVB in_PRP these_DT0 circumstances_NN2 ?_PUN Historians_NN2 agree_VVB that_CJT the_AT0 size_NN1 of_PRF this_DT0 group_NN1 was_VBD certainly_AV0 much_AV0 reduced_VVN in_PRP number_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=91,89012946,89012948,agree_that_AT0,5
218,agree_to,18,19,CJF,"have to agree on your story . Better still , agree to tell the truth . I take it that Barbara was your","have_VHB to_TO0 agree_VVI on_PRP-AVP your_DPS story_NN1 ._PUN Better_AV0 still_AV0 ,_PUN agree_VVB to_TO0 tell_VVI the_AT0 truth_NN1 ._PUN I_PNP take_VVB it_PNP that_CJT Barbara_NP0 was_VBD your_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=18,35847137,35847139,agree_to_VVI,5
242,agree_to,42,43,KRT,", if the Council agree , if members of Council agree to make the bye-law , then it would have to be referred",",_PUN if_CJS the_AT0 Council_NN1 agree_VVB ,_PUN if_CJS members_NN2 of_PRF Council_NN1 agree_VVB to_TO0 make_VVI the_AT0 bye-law_NN1 ,_PUN then_AV0 it_PNP would_VM0 have_VHI to_TO0 be_VBI referred_VVN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=42,111636108,111636110,agree_to_VVI,5
249,agree_to,49,50,CCU,National Corpus of the English Language 1.3 THE Parties HEREBY AGREE to abide by the following statements and undertakings . 2 DEFINITIONS AND,National_AJ0 Corpus_NN1 of_PRF the_AT0 English_AJ0-NN1 Language_NN1 1.3_CRD THE_AT0 Parties_NN2 HEREBY_AV0 AGREE_VVB to_TO0 abide_VVI by_PRP the_AT0 following_AJ0 statements_NN2 and_CJC undertakings_NN2 ._PUN 2_CRD DEFINITIONS_NN2 AND_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=49,29395212,29395214,agree_to_VVI,5
266,agree_to,66,67,CHC,", has been justly condemned &rsquo; , and they &lsquo; agree to extend this prohibition to the use of bacteriological methods of warfare",",_PUN has_VHZ been_VBN justly_AV0 condemned_VVN-VVD &rsquo;_PUQ ,_PUN and_CJC they_PNP &lsquo;_PUQ agree_VVB to_TO0 extend_VVI this_DT0 prohibition_NN1 to_PRP the_AT0 use_NN1 of_PRF bacteriological_AJ0 methods_NN2 of_PRF warfare_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=66,34950584,34950586,agree_to_VVI,5
269,agree_to,69,70,ABJ,"main bank to act as kingpin . Shareholders and creditors agree to restructure debts and payment schedules and , often , to swap","main_AJ0 bank_NN1 to_TO0 act_VVI as_PRP kingpin_NN1 ._PUN Shareholders_NN2 and_CJC creditors_NN2 agree_VVB to_TO0 restructure_VVI debts_NN2 and_CJC payment_NN1 schedules_NN2 and_CJC ,_PUN often_AV0 ,_PUN to_TO0 swap_VVI",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=69,6167415,6167417,agree_to_VVI,5
300,agree_with,0,1,K5L,"The majority , 77 per cent , agree or strongly agree with the statement that : &lsquo; A single parent can bring up","The_AT0 majority_NN1 ,_PUN 77_CRD per_UNC cent_UNC ,_PUN agree_VVB or_CJC strongly_AV0 agree_VVB with_PRP the_AT0 statement_NN1 that_CJT :_PUN &lsquo;_PUQ A_AT0 single_AJ0 parent_NN1 can_VM0 bring_VVI up_AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=0,103087333,103087335,agree_with_AT0,5
343,agree_with,43,44,HRH,"The larger the sample the more closely will its average agree with the population average , as seen in Figure 7.6 where the","The_AT0 larger_AJC the_AT0 sample_NN1 the_AT0 more_AV0 closely_AV0 will_VM0 its_DPS average_NN1 agree_VVI with_PRP the_AT0 population_NN1 average_NN1 ,_PUN as_CJS seen_VVN in_PRP Figure_NN1 7.6_CRD where_AVQ the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=43,85873212,85873214,agree_with_AT0,5
355,agree_with,55,56,CDP,being given the Trader shall within the said seven days agree with the Carrier an increase in the carriage charges in consideration of,being_VBG given_VVN the_AT0 Trader_NN1 shall_VM0 within_PRP the_AT0 said_AJ0 seven_CRD days_NN2 agree_VVB with_PRP the_AT0 Carrier_NN1 an_AT0 increase_NN1 in_PRP the_AT0 carriage_NN1 charges_NN2-VVZ in_PRP consideration_NN1 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=55,30325912,30325914,agree_with_AT0,5
357,agree_with,57,58,FLB,"mean there are No I quite agree , I also agree with the lady who said that one of the important things is","mean_VVB there_EX0 are_VBB No_ITJ I_PNP quite_AV0 agree_VVB ,_PUN I_PNP also_AV0 agree_VVB with_PRP the_AT0 lady_NN1 who_PNQ said_VVD that_CJT-DT0 one_CRD of_PRF the_AT0 important_AJ0 things_NN2 is_VBZ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=57,55280333,55280335,agree_with_AT0,5
360,agree_with,60,61,CCU,the suggested committee structure set out in the Proposal and agree with the Parties the composition of the Project and Technical Committees .,the_AT0 suggested_AJ0 committee_NN1 structure_NN1 set_VVD-VVN out_AVP in_PRP the_AT0 Proposal_NN1 and_CJC agree_VVB with_PRP the_AT0 Parties_NN2 the_AT0 composition_NN1 of_PRF the_AT0 Project_NN1 and_CJC Technical_AJ0 Committees_NN2 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=60,29397001,29397003,agree_with_AT0,5
401,come_back,1,2,EWH,"get out and do n't come back . Do n't come back ever &hellip; "" The full force of her loss came in","get_VVB out_AVP and_CJC do_VDB n't_XX0 come_VVI back_AVP ._PUN Do_VDB n't_XX0 come_VVI back_AVP ever_AV0 &hellip;_PUN ""_PUQ The_AT0 full_AJ0 force_NN1 of_PRF her_DPS loss_NN1 came_VVD in_AVP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=1,50084341,50084343,come_back_AV0,5
428,come_back,28,29,C9W,three . This is done to allow them time to come back gradually to a state of full alertness without any sense of,three_CRD ._PUN This_DT0 is_VBZ done_VDN to_TO0 allow_VVI them_PNP time_NN1 to_TO0 come_VVI back_AVP gradually_AV0 to_PRP a_AT0 state_NN1 of_PRF full_AJ0 alertness_NN1 without_PRP any_DT0 sense_NN1 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=28,25260724,25260726,come_back_AV0,5
440,come_back,40,41,KP6,"will . Well I 'll come back , shall I come back late ? No my brother has to be back by nine","will_VM0 ._PUN Well_AV0 I_PNP 'll_VM0 come_VVI back_AVP ,_PUN shall_VM0 I_PNP come_VVI back_AVP late_AV0 ?_PUN No_ITJ my_DPS brother_NN1 has_VHZ to_TO0 be_VBI back_AVP by_PRP nine_CRD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=40,110590911,110590913,come_back_AV0,5
461,come_back,61,62,H8M,have passed a kind of barrier that 's hard to come back across . It 's as if you were leaning forward and,have_VHB passed_VVN a_AT0 kind_NN1 of_PRF barrier_NN1 that_CJT-DT0 's_VBZ hard_AJ0 to_TO0 come_VVI back_AVP across_AV0 ._PUN It_PNP 's_VBZ as_PRP if_CJS you_PNP were_VBD leaning_VVG forward_AV0 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=61,72228231,72228233,come_back_AV0,5
475,come_back,75,76,JJ7,"gon na come back tomorrow . I 'm gon na come back tomorrow . Excellent , Clare [unclear] bit of fun there [unclear]","gon_VVG na_TO0 come_VVI back_AVP tomorrow_AV0 ._PUN I_PNP 'm_VBB gon_VVG na_TO0 come_VVI back_AVP tomorrow_AV0 ._PUN Excellent_AJ0 ,_PUN Clare_NP0 [unclear]_UNC bit_NN1 of_PRF fun_NN1 there_AV0 [unclear]_UNC",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=75,95643475,95643477,come_back_AV0,5
513,come_in,13,14,CN1,"rank of weapons in the face of a charge can come in very handy . Double-handed weapons , such as used by the","rank_NN1 of_PRF weapons_NN2 in_PRP the_AT0 face_NN1 of_PRF a_AT0 charge_NN1 can_VM0 come_VVI in_AVP-PRP very_AV0 handy_AJ0 ._PUN Double-handed_AJ0 weapons_NN2 ,_PUN such_DT0 as_PRP used_AJ0 by_PRP the_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=13,39558237,39558239,come_in_AV0,5
533,come_in,33,34,GVY,other platform is empty but for Hancock . Two trains come in simultaneously and Hancock simply scampers through one and into the corner,other_AJ0 platform_NN1 is_VBZ empty_AJ0 but_CJC for_PRP Hancock_NP0 ._PUN Two_CRD trains_NN2 come_VVB in_AVP-PRP simultaneously_AV0 and_CJC Hancock_NP0 simply_AV0 scampers_VVZ through_PRP one_CRD and_CJC into_PRP the_AT0 corner_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=33,68141771,68141773,come_in_AV0,5
